metal1,metal2,n_metal1,n_metal2,linker1,linker2,linker3,n_linker1,n_linker2,n_linker3,modulator1,modulator2,n_modulator1,n_modulator2,solvent1,solvent2,solvent3,n_solvent1,n_solvent2,n_solvent3,temperature,time,equip,result,linker1_smiles,linker2_smiles,linker3_smiles,linker1_carboxylate,linker2_carboxylate,linker3_carboxylate,linker1_N_donnor,linker2_N_donnor,linker3_N_donnor,linker1_phosphate,linker2_phosphate,linker3_phosphate,linker1_chelating,linker2_chelating,linker3_chelating,solvent1_smiles,solvent1_type,solvent1_mmol,solvent2_smiles,solvent2_type,solvent2_mmol,solvent3_smiles,solvent3_type,solvent3_mmol,modulator1_smiles,modulator1_type,modulator1_mmol,modulator2_smiles,modulator2_type,modulator2_mmol,linker1_MW,linker2_MW,linker3_MW,linker1_mol,linker2_mol,linker3_mol,metal1_mol,metal2_mol,solvent1_mol,solvent2_mol,solvent3_mol,modulator1_mol,modulator2_mol
ZrCl4,,24 mg,,TPDC-4CH2N3,,,56 mg,,,,,,,DMF,,,3.0 mL,,,100.0,48.0,1,0,[N-]=[N+]=NCC1=C(C=2C=CC(=CC2)C(=O)O)C(=C(C(C3=CC=C(C=C3)C(=O)O)=C1CN=[N+]=[N-])CN=[N+]=[N-])CN=[N+]=[N-],,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,538.1573970560001,,,0.1040587759386919,,,0.1029954510342459,,38.76727323,,,,
ZrCl4,,24 mg,,TPDC-2CH3,,,30 mg,,,,,,,DMF,,,3.0 mL,,,120.0,16.0,1,0,O=C(O)C=1C=CC(=CC1)C2=CC(=C(C=C2C)C3=CC=C(C=C3)C(=O)O)C,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,346.12050905599995,,,0.0866750140921184,,,0.1029954510342459,,38.76727323,,,,
ZrCl4,,24 mg,,TPDC-4CH3,,,30 mg,,,,,,,DMF,,,3.0 mL,,,120.0,16.0,1,0,O=C(O)C=1C=CC(=CC1)C2=C(C(=C(C3=CC=C(C=C3)C(=O)O)C(=C2C)C)C)C,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,374.15180918399994,,,0.080181357576295,,,0.1029954510342459,,38.76727323,,,,
ZrCl4,,24 mg,,TPDC-2CH2N3,,,56 mg,,,,,,,DMF,,,3.0 mL,,,120.0,16.0,1,0,[N-]=[N+]=NCC1=CC(C2=CC=C(C=C2)C(=O)O)=C(C=C1C=3C=CC(=CC3)C(=O)O)CN=[N+]=[N-],,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,428.123302992,,,0.1308034381885688,,,0.1029954510342459,,38.76727323,,,,
ZrCl4,,24 mg,,TPDC-4CH2N3,,,56 mg,,,,,,,DMF,,,3.0 mL,,,120.0,16.0,1,0,[N-]=[N+]=NCC1=C(C=2C=CC(=CC2)C(=O)O)C(=C(C(C3=CC=C(C=C3)C(=O)O)=C1CN=[N+]=[N-])CN=[N+]=[N-])CN=[N+]=[N-],,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,538.1573970560001,,,0.1040587759386919,,,0.1029954510342459,,38.76727323,,,,
ZrCl4,,3.74 mmol,,H4mdip,,,1.25 mmol,,,formic acid,,25 mL,,acetic anhydride,,,35 mL,,,120.0,72.0,1,1,O=C(O)C=1C=C(C=C(C1)CC=2C=C(C=C(C2)C(=O)O)C(=O)O)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=C(OC(=O)C)C,S,10.59849153,,,,,,,O=CO,A,26.50445362,,,,344.0532173439999,,,1.25,,,3.74,,370.94720355,,,662.6113405,
Zr(SO4)2·4H2O,,10.8 g,,H4mdip,,,5.1 g,,,acetic acid,,100 mL,,H2O,,,300 mL,,,120.0,12.0,2,0,O=C(O)C=1C=C(C=C(C1)CC=2C=C(C=C(C2)C(=O)O)C(=O)O)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O,S,55.65649279,,,,,,,O=C(O)C,A,17.39550375,,,,344.0532173439999,,,14.823288209221396,,,30.386489131540632,,16696.947837,,,1739.550375,
ZrCl4,,2.33 g,,L-Aspartic acid,,,2.8 g,,,,,,,H2O,,,10 mL,,,120.0,1.0,1,0,O=C(O)CC(N)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O,S,55.65649279,,,,,,,,,,,,,133.037507704,,,21.046696140984707,,,9.999141704574717,,556.5649279,,,,
ZrCl4,,2 mmol,,fumaric acid,,,1 mmol,,,,,,,formic acid,,,5 mL,,,120.0,72.0,2,0,O=C(O)C=CC(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CO,A,26.50445362,,,,,,,,,,,,,116.010958608,,,1.0,,,2.0,,132.5222681,,,,
ZrCl4,,1 mmol,,succinic acid,,,4.07 mmol,,,,,,,formic acid,,,4 mL,,,120.0,72.0,2,0,O=C(O)CCC(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CO,A,26.50445362,,,,,,,,,,,,,118.026608672,,,4.07,,,1.0,,106.01781448,,,,
ZrCl4,,1 mmol,,malic acid,,,2 mmol,,,,,,,formic acid,,,5 mL,,,120.0,72.0,2,0,O=C(O)CC(O)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CO,A,26.50445362,,,,,,,,,,,,,134.021523292,,,2.0,,,1.0,,132.5222681,,,,
ZrCl4,,0.13 mmol,,H4ETTC,,,0.018 mmol,,,benzoic acid,,2.1 mmol,,DEF,,,1.8 mL,,,120.0,24.0,1,1,O=C(O)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)C4=CC=C(C=C4)C(=O)O)=C(C5=CC=C(C=C5)C6=CC=C(C=C6)C(=O)O)C7=CC=C(C=C7)C8=CC=C(C=C8)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,812.241018112,,,0.018,,,0.13,,16.117251606,,,2.1,
ZrCl4,,0.13 mmol,,H4ETTC,,,0.018 mmol,,,acetic acid,,0.2 mL,,DMF,,,1.8 mL,,,120.0,24.0,1,0,O=C(O)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)C4=CC=C(C=C4)C(=O)O)=C(C5=CC=C(C=C5)C6=CC=C(C=C6)C(=O)O)C7=CC=C(C=C7)C8=CC=C(C=C8)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C,A,17.39550375,,,,812.241018112,,,0.018,,,0.13,,23.260363938,,,3.47910075,
ZrCl4,,7 mg,,H2TCPP,,,10 mg,,,acetic acid,,80 uL,,DEF,,,2 mL,,,120.0,12.0,1,0,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,O=C(O)C,A,17.39550375,,,,790.2063639200002,,,0.0126549221274208,,,0.0300403398849884,,17.90805734,,,1.3916403,
ZrCl4,,7 mg,,H2TCPP,,,10 mg,,,trifluoroacetic acid,,80 uL,,DEF,,,2 mL,,,120.0,12.0,1,0,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,O=C(O)C(F)(F)F,A,13.05911244,,,,790.2063639200002,,,0.0126549221274208,,,0.0300403398849884,,17.90805734,,,1.0447289952,
ZrCl4,,7 mg,,Fe–TCPPCl,,,10 mg,,,acetic acid,,80 uL,,DEF,,,2 mL,,,120.0,12.0,1,0,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,O=C(O)C,A,17.39550375,,,,790.2063639200002,,,0.0126549221274208,,,0.0300403398849884,,17.90805734,,,1.3916403,
ZrCl4,,7 mg,,Fe–TCPPCl,,,10 mg,,,trifluoroacetic acid,,80 uL,,DEF,,,2 mL,,,120.0,12.0,1,0,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,O=C(O)C(F)(F)F,A,13.05911244,,,,790.2063639200002,,,0.0126549221274208,,,0.0300403398849884,,17.90805734,,,1.0447289952,
ZrCl4,,10 mg,,CuTCPP,,,10 mg,,,benzoic acid,,250 mg,,DMF,,,2 mL,,,120.0,12.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,790.2063639200002,,,0.0126549221274208,,,0.0429147712642691,,25.84484882,,,2.04716672125,
HfCl4,,30 mg,,CoTCPP,,,10 mg,,,benzoic acid,,400 mg,,DMF,,,2 mL,,,120.0,8.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,790.2063639200002,,,0.0126549221274208,,,0.0936621916952856,,25.84484882,,,3.275466754,
ZrCl4,,70 mg,,FeTCPPCl,,,50 mg,,,benzoic acid,,2700 mg,,DEF,,,8 mL,,,120.0,48.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,790.2063639200002,,,0.0632746106371043,,,0.3004033988498841,,71.63222936,,,22.1094005895,
ZrCl4,,7 mg,,Fe(III)-TCPPCl,,,10 mg,,,Acetic acid,,1.1 mL,,DMF,,,2 mL,,,120.0,12.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C,A,17.39550375,,,,790.2063639200002,,,0.0126549221274208,,,0.0300403398849884,,25.84484882,,,19.135054125,
ZrCl4,,10 mg,,Fe(III)-TCPPCl,,,10 mg,,,Benzoic acid,,250 mg,,DMF,,,2 mL,,,120.0,12.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,790.2063639200002,,,0.0126549221274208,,,0.0429147712642691,,25.84484882,,,2.04716672125,
ZrCl4,,7 mg,,H2TCPP,,,10 mg,,,Acetic acid,,0.7 mL,,DMF,,,2 mL,,,120.0,12.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C,A,17.39550375,,,,790.2063639200002,,,0.0126549221274208,,,0.0300403398849884,,25.84484882,,,12.176852624999999,
ZrCl4,,10 mg,,H2TCPP,,,10 mg,,,Benzoic acid,,250 mg,,DMF,,,2 mL,,,100.0,12.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,790.2063639200002,,,0.0126549221274208,,,0.0429147712642691,,25.84484882,,,2.04716672125,
ZrCl4,,30 mg,,H2TCPP,,,10 mg,,,benzoic acid,,400 mg,,DMF,,,2 mL,,,120.0,24.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,790.2063639200002,,,0.0126549221274208,,,0.1287443137928074,,25.84484882,,,3.275466754,
ZrCl4,,10 mg,,Ni-TCPP,,,10 mg,,,benzoic acid,,250 mg,,DMF,,,2 mL,,,120.0,24.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,790.2063639200002,,,0.0126549221274208,,,0.0429147712642691,,25.84484882,,,2.04716672125,
ZrCl4,,30 mg,,CoTCPP,,,10 mg,,,benzoic acid,,400 mg,,DMF,,,2 mL,,,120.0,24.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,790.2063639200002,,,0.0126549221274208,,,0.1287443137928074,,25.84484882,,,3.275466754,
ZrCl4,,30 mg,,FeTCPPCl,,,10 mg,,,benzoic acid,,400 mg,,DMF,,,2 mL,,,120.0,12.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,790.2063639200002,,,0.0126549221274208,,,0.1287443137928074,,25.84484882,,,3.275466754,
ZrCl4,,25 mg,,H2TCPP,,,10 mg,,,benzoic acid,acetic acid,550 mg,0.25 mL,DEF,,,2 mL,,,120.0,12.0,1,0,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,O=C(O)C,A,17.39550375,790.2063639200002,,,0.0126549221274208,,,0.1072869281606729,,17.90805734,,,4.50376678675,4.3488759375
ZrCl4,,60 mg,,Zn-TCPP,,,50 mg,,,benzoic acid,,3 g,,DEF,,,9 mL,,,120.0,12.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,790.2063639200002,,,0.0632746106371043,,,0.2574886275856149,,80.58625803,,,24.566000655,
ZrCl4,,15 mg,,H4TCP-1,,,15 mg,,,benzoic acid,,350 mg,,DMF,,,2 mL,,,120.0,12.0,1,1,O(C(=O)C%13=CC=C(C%12=CC=C(C2=C%11[N](C(=C(C8=NC(=C(C1=C(C(=C([N]1[H])C(=C3N=C2C(=C3CC)CC)C4=CC=C(C=C4)C5=CC=C(C=C5)C(O[H])=O)CC)CC)C6=CC=C(C=C6)C7=CC=C(C=C7)C(O[H])=O)C(=C8CC)CC)C9=CC=C(C=C9)C%10=CC=C(C=C%10)C(O[H])=O)C(=C%11CC)CC)[H])C=C%12)C=C%13)[H],,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,1318.581965456,,,0.0113758570896369,,,0.0643721568964037,,25.84484882,,,2.8660334097500004,
ZrCl4,,15 mg,,H4TCP-2,,,15 mg,,,benzoic acid,,350 mg,,DMF,,,2 mL,,,120.0,12.0,1,1,O=C(C1=CC=C(C#CC2=CC=C(C=C2)C3=C4N([H])C(C(CC)=C4CC)=C(C5=CC=C(C#CC6=CC=C(C(O[H])=O)C=C6)C=C5)C7=NC(C(CC)=C7CC)=C(C8=CC=C(C#CC9=CC=C(C(O[H])=O)C=C9)C=C8)C%10=C(CC)C(CC)=C(C(C%11=CC=C(C#CC%12=CC=C(C(O[H])=O)C=C%12)C=C%11)=C%13N=C3C(CC)=C%13CC)N%10[H])C=C1)O[H],,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,1414.5819654559996,,,0.0106038394142573,,,0.0643721568964037,,25.84484882,,,2.8660334097500004,
ZrCl4,,15 mg,,H4TCP-3,,,20 mg,,,acetic acid,,0.4 mL,,DMF,,,2 mL,,,120.0,24.0,1,1,[H]N1C(C(C2=CC=C(C#CC3=CC(C)=C(C#CC4=CC=C(C(O)=O)C=C4)C=C3C)C=C2)=C5N=C6C(CC)=C5CC)=C(CC)C(CC)=C1C(C7=CC=C(C#CC8=C(C)C=C(C#CC9=CC=C(C(O)=O)C=C9)C(C)=C8)C=C7)=C(C(CC)=C%10CC)N=C%10C(C%11=CC=C(C#CC%12=C(C)C=C(C#CC%13=CC=C(C(O)=O)C=C%13)C(C)=C%12)C=C%11)=C(C(CC)=C%14CC)N([H])C%14=C6C%15=CC=C(C#CC(C(C)=C%16)=CC(C)=C%16C#CC%17=CC=C(C(O)=O)C=C%17)C=C%15,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C,A,17.39550375,,,,1926.8323664799996,,,0.0103797301456673,,,0.0643721568964037,,25.84484882,,,6.9582015,
ZrCl4,,15 mg,,H4TCP-1',,,15 mg,,,acetic acid,,0.4 mL,,DMF,,,2 mL,,,120.0,12.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C=CC(=CC2)C3=C4N=C(C=C4)C(C5=CC=C(C=C5)C6=CC=C(C=C6)C(=O)O)=C7C=CC(N7)=C(C8=NC(C=C8)=C(C9=CC=C(C=C9)C%10=CC=C(C=C%10)C(=O)O)C%11=CC=C3N%11)C=%12C=CC(=CC%12)C=%13C=CC(=CC%13)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C,A,17.39550375,,,,1094.3315644319998,,,0.0137069974836973,,,0.0643721568964037,,25.84484882,,,6.9582015,
ZrCl4,,60 mg,,H4MTBC,,,50 mg,,,benzoic acid,,1750 mg,,DEF,,,8.5 mL,,,120.0,24.0,1,0,O=C(O)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)C4=CC=C(C=C4)C(=O)O)(C5=CC=C(C=C5)C6=CC=C(C=C6)C(=O)O)C7=CC=C(C=C7)C8=CC=C(C=C8)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,800.241018112,,,0.0624811761311166,,,0.2574886275856149,,76.109243695,,,14.330167048749999,
HfCl4,,75 mg,,H4MTBC,,,50 mg,,,benzoic acid,,1750 mg,,DEF,,,8.5 mL,,,120.0,24.0,1,1,O=C(O)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)C4=CC=C(C=C4)C(=O)O)(C5=CC=C(C=C5)C6=CC=C(C=C6)C(=O)O)C7=CC=C(C=C7)C8=CC=C(C=C8)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,800.241018112,,,0.0624811761311166,,,0.2341554792382141,,76.109243695,,,14.330167048749999,
ZrCl4,,12 mg,,H4MTBC,,,10 mg,,,benzoic acid,,350 mg,,DEF,,,1.7 mL,,,120.0,24.0,1,1,O=C(O)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)C4=CC=C(C=C4)C(=O)O)(C5=CC=C(C=C5)C6=CC=C(C=C6)C(=O)O)C7=CC=C(C=C7)C8=CC=C(C=C8)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,800.241018112,,,0.0124962352262233,,,0.0514977255171229,,15.221848739,,,2.8660334097500004,
ZrCl4,,100 mg,,H2Me2-BPDC,,,100 mg,,,trifluoroacetic acid,,1.0 mL,,DMF,,,20 mL,,,120.0,72.0,1,1,O=C(O)C=1C=CC(C2=CC=C(C=C2C)C(=O)O)=C(C1)C,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C(F)(F)F,A,13.05911244,,,,270.089208928,,,0.3702480391456804,,,0.4291477126426916,,258.4484882,,,13.05911244,
ZrOCl2·8H2O,,360 mg,,TATB,,,90 mg,,,trifluoroacetic acid,,0.6 mL,,DEF,,,12 mL,,,120.0,12.0,1,0,O=C(O)C=1C=CC(=CC1)C=2N=C(N=C(N2)C=3C=CC(=CC3)C(=O)O)C=4C=CC(=CC4)C(=O)O,,,3.0,,,3.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,O=C(O)C(F)(F)F,A,13.05911244,,,,441.0960851999999,,,0.2040371769774211,,,1.1171719759644172,,107.44834404,,,7.835467464,
ZrOCl2·8H2O,,200 mg,,TATB,,,60 mg,,,trifluoroacetic acid,,0.6 mL,,DEF,,,12 mL,,,120.0,12.0,1,0,O=C(O)C=1C=CC(=CC1)C=2N=C(N=C(N2)C=3C=CC(=CC3)C(=O)O)C=4C=CC(=CC4)C(=O)O,,,3.0,,,3.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,O=C(O)C(F)(F)F,A,13.05911244,,,,441.0960851999999,,,0.136024784651614,,,0.6206510977580095,,107.44834404,,,7.835467464,
ZrCl4,,1 mmol,,H2dttdc,,,0.67 mmol,,,benzoic acid,,8 g,,DMF,,,50 mL,,,120.0,72.0,1,0,O=C(O)C=1SC2=C(SC=3C=C(SC32)C(=O)O)C1,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,283.927171608,,,0.67,,,1.0,,646.1212204999999,,,65.50933508,
HfCl4,,1 mmol,,H2dttdc,,,0.67 mmol,,,benzoic acid,,8 g,,DMF,,,50 mL,,,120.0,72.0,1,0,O=C(O)C=1SC2=C(SC=3C=C(SC32)C(=O)O)C1,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,283.927171608,,,0.67,,,1.0,,646.1212204999999,,,65.50933508,
ZrCl4,,1.03 mmol,,"H2(2,6-ndc)",,,1 mmol,,,acetic acid,,47.6 mmol,,DMF,,,20 mL,,,120.0,24.0,1,0,O=C(O)C=1C=CC2=CC(=CC=C2C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C,A,17.39550375,,,,216.042258736,,,1.0,,,1.03,,258.4484882,,,47.6,
HfCl4,,1 mmol,,"H2(2,6-ndc)",,,1 mmol,,,acetic acid,,47.6 mmol,,DMF,,,20 mL,,,120.0,24.0,1,0,O=C(O)C=1C=CC2=CC(=CC=C2C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C,A,17.39550375,,,,216.042258736,,,1.0,,,1.0,,258.4484882,,,47.6,
HfCl4,,1 mmol,,"H2(2,6-ndc)",,,0.76 mmol,,,acetic acid,,63 mmol,,DMF,,,25 mL,,,120.0,72.0,1,0,O=C(O)C=1C=CC2=CC(=CC=C2C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C,A,17.39550375,,,,216.042258736,,,0.76,,,1.0,,323.06061024999997,,,63.0,
ZrCl4,,1.03 mmol,,"H2(2,6-ndc)",,,0.93 mmol,,,acetic acid,,254 mmol,,DMF,,,50 mL,,,120.0,24.0,1,0,O=C(O)C=1C=CC2=CC(=CC=C2C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C,A,17.39550375,,,,216.042258736,,,0.93,,,1.03,,646.1212204999999,,,254.0,
