file ID,file name short,doi,content
185,185PCPBDAMOF,10.1039/c6ce00141f,"1.2 Syntheses of complex 1. A mixture of H4TCPBDA (0.2 mmol, 133 mg) and Co(ClO4)2•6H2O
(0.3 mmol, 110 mg) in N,N’-dimethylformamide (DMF) (8 mL) with an additional 100 µL HAc was
sealed in a 25 mL Teflon-lined bomb at 100 °C for 2 days. Then the mixture was cooled to room
temperatrure, yielding orange prism crystals which were collected and repeatedly washed with DMF
three times. Phase purity of the crystals was confirmed by powder X-ray diffraction (PXRD). Yield:
78% (based on H4TCPBDA). Elemental analyses calcd (%) for C85H99N7O37Co3: C 51.37, H 5.02, N
4.93; found (%): C 51.32, H 4.98, N 4.96.
1.3 Syntheses of complex 2. A mixture of H4TCPBDA (0.2 mmol, 133 mg) and CdCl2•2.5H2O
(0.3 mmol, 68 mg) in N,N’-dimethylformamide (DMF) (8 mL) with an additional 100 µL HAc was
sealed in a 25 mL Teflon-lined bomb at 120 °C for 3 days. Then the mixture was cooled to room
temperatrure, yielding colorless block crystals which were collected and repeatedly washed with DMF
three times. Phase purity of the crystals was confirmed by powder X-ray diffraction (PXRD). Yield:
72% (based on H4TCPBDA). Elemental analyses calcd (%) for C88H124N8O43Cd3: C 45.57, H 5.39, N
4.83; found (%): C 45.62, H 5.28, N 4.78."
186,186ZnCPT,10.1039/c6ce00126b,"Syntheses of compounds
{[ZnĲCPT)2](NMF)3}n (1). A mixture of Zn(NO3)2·6H2O
(0.030 g, 0.1 mmol), HCPT (0.030 g, 0.15 mmol), DMF (2.0
mL), and NMF (2.0 mL) was added to a 20 mL glass vessel
and heated to 90 °C for 72 h under autogenous pressure. The
vessel was then cooled down to room temperature, and colorless stripe crystals were obtained. The yield was 80% for 1
(based on the HCPT ligand). IR (KBr, cm−1
): 3437 (vs, br),
3111 (s), 1673 (vs), 1607 (vs), 1564 (vs), 1531 (vs), 1375 (vs),
1242 (s), 1096 (s), 1042 (m), 862 (s), 785 (m), 720 (m), 695
(w). Elemental analysis calcd (%) for 1 (C24H27N9O7Zn): C,
46.58; H, 4.40; N, 20.37; found: C 46.21, H 4.67, N 20.12.
{[ZnĲCPT)2](DMF)0.75}n (2). A mixture of Zn(NO3)2·6H2O
(0.030 g, 0.1 mmol), HCPT (0.030 g, 0.15 mmol), DMF (3.0
mL), and CH3CN (1.0 mL) was added to a 20 mL glass vessel
and heated to 90 °C for 72 h under autogenous pressure. The
vessel was then cooled down to room temperature, and colorless block crystals were obtained. The yield was 45% for 2
(based on the HCPT ligand). IR (KBr, cm−1
): 3437 (s, br), 3111
(m), 1673 (w), 1607 (vs), 1564 (s), 1531 (s), 1375 (s), 1242 (s),
1096 (s), 1042 (m), 862 (s), 785 (m), 720 (m), 695 (w). Elemental analysis calcd (%) for 2 (C20.25H17.25N6.75O4.75Zn): C, 48.98;
H, 3.50; N, 19.04; found: C 48.53, H 3.77, N 19.32."
187,187UBMOF,10.1039/c6cc03787a,"2.1.	UBMOF-8: In	a	rubber	lined	glass	vial	0.035	g	of	ZrCl4 (0.15	mmol)	and	0.50	
g	(4	mmol)	of	benzoic	acid	was	dissolved	in	2.5	mL	dimethylformamide	and	0.5	
mL	N-Methyl-2-pyrrolidone	(NMP).	The	mixture	was	then	sonicated	at	50	°C for	
20	 min.	 To	 this	 solution	 0.036	 g	 (0.12	 mmol)	 of	 NH2SDCAH2 was	 added	 and	
sonicated	further	for	30	minutes.		The	resulting	solution	was	then	placed	into	an	
oven	 programmed	 to	 heat	 at	 a	 ramp	 of	 10	 °C	 per	 minute	 to	 120	 °C.	 The	
temperature	was	maintained	for	96	hours	followed	by	cooling	to	20	°C	at	a	rate	
of	 0.2	 °C	 per	 minute.	 Reddish-brown	 octahedral	 crystals	 were	 obtained	 with	
yellow	powder	at	the	bottom	of	the	vial.
Chemical	 Formula (vacuum	 dried	 sample):	 [Zr6O4(OH)4(DASDCA)6];	
C96H92N12O32Zr6;	Elemental	Analysis:	(calcd.)	C,	46.93;	H,	3.12;	N,	6.84;	found:	C,	
48.84;	H,	4.41;	N,	5.43
2.2.	UBMOF-9: In	a	rubber	lined	glass	vial	0.101	g	of	ZrCl4 (0.43	mmol)	and	1.03	
(8.4	mmol)	g	of	benzoic	acid	was	dissolved	in	7	mL	dimethylformamide	and	1.5	
mL	N-Methyl-2-pyrrolidone	(NMP).	The	mixture	was	then	sonicated	at	50	°C	for	
20	min.	To	this	solution	0.101	g	(0.38	mmol)	of	SDCAH2 was	added	and	sonicated	
further	 for	 30	 minutes.	 	 The	 resulting	 solution	 was	 then	 placed	 into	 an	 oven	
programmed	to	heat	at	a	ramp	of	10	°C	per	minute	to	120	°C.	The	temperature	
was	maintained	for	96	hours	followed	by	cooling	to	20	°C	at	a	rate	of	0.2	°C	per	
minute.	Pale	white crystals	were	obtained	on	 the	wall	and	at	 the	bottom	of	 the	
vial	(Yield:	0.119	g)
Chemical	 Formula (vacuum	 dried	 sample):	 [Zr6O4(OH)4(SDCA)6](PhCOOH)0.75;
C101.25H68.5O33.5Zr6 (MW:	2368.47);	 Elemental	Analysis	 (%):	 (calcd.)	 C,	 51.35;	H,	
2.92;	N,	0.00;	%	found:	C,	50.77;	H,	2.66;	N,	0.05
2.3.	 UBMOF-31: In	 a	 rubber	lined	 glass	 vial	 0.101	 g	 of	 ZrCl4 (0.43	mmol)	 and	
1.03	g	of	benzoic	acid	was	dissolved	in	7	mL	dimethylformamide	and	1.5	mL	NMethyl-2-pyrrolidone	 (NMP).	 The	 mixture	 was	 then	 sonicated	 at	 50	°C	 for	 20	
min.	To	this	solution	0.067 g	(0.25 mmol)	of	SDCAH2 and	0.030	g (0.1	mmol) of	
NH2SDCAH2 was	 added	 and	 sonicated	 further	 for	 30	 minutes.	 	 The	 resulting	
solution	was	then	placed	into	an	oven	programmed	to	heat	at	a	ramp	of	10	°C	per	
minute	 to	 120	°C.	 The	 temperature	 was	 maintained	 for	 96	 hours	 followed	 by	
cooling	 to	 20	 °C	 at	 a	 rate	 of	 0.2	 °C	 per	 minute.	 Golden	 yellow	 crystals	 were	
obtained	on	the	wall	and	at	the	bottom	of	the	vial	(Yield:	0.114	g)"
188,188TMU18,10.1039/c5ta03835a,"Synthesis and activation of TMU-18
Zn(NO3)2$6H2O (0.297 g, 1 mmol), 4,40
-(carbonylbis(azanediyl))
dibenzoic acid (0.300 g, 1 mmol) and 4,40
-bipyridine (0.156 g,
1.0 mmol) were dissolved in 20 mL DMF. The mixture was
placed in Teon-lined stainless steel autoclaves and heated to
90 C for 72 h and then it was gradually cooled to room
temperature over 48 h. The crystals were obtained in 72% yield.
The products were characterized by different techniques such
as powder X-ray diffraction (PXRD), IR spectroscopy, elemental
analysis and SEM microscopy. (Before activation) FT-IR (KBr
pellet, cm1
): 3320 (br), 1657 (vs), 1604 (vs), 1530 (vs), 1398 (vs),
1308 (m), 1230 (m), 1171 (m), 856 (w), 779 (m), 626 (w), 500 (w).
Anal. calcd for ZnC23H23N4O7: C, 51.84; H, 4.35; N: 10.51, found:
C, 49.96; H, 4.79, N: 10.85.
The sample was activated by immersing the crystals of TMU18 in anhydrous chloroform followed by heating at 80 C in a
vacuum for 24 h. The activation was also conrmed by PXRD
and FT-IR spectroscopy. (Aer activation) FT-IR (KBr pellet,
cm1
): 3390 (br), 1604 (vs), 1532 (vs), 1400 (vs), 1308 (s), 1228
(m), 1172 (m), 856 (w), 779 (m), 628 (w), 500 (w). Anal. calcd for
ZnC20H14N3O5: C, 54.38; H, 3.19; N: 9.51, found: C, 54.12; H,
3.82, N: 9.94.
Synthesis and activation of TMU-19
Zn(NO3)2$6H2O (0.297 g, 1 mmol), 4,40
-(carbonylbis(azanediyl))dibenzoic acid (0.300 g, 1 mmol) and 1,2-bis(4-
pyridyl)ethane (0.184 g, 1.0 mmol) were dissolved in 20 mL
DMF. The mixture was placed in Teon-lined stainless steel
autoclaves and heated to 90 C for 72 h and then it was gradually cooled to room temperature over 48 h. The crystals were
obtained in 60% yield. The products were characterized by
different techniques such as powder X-ray diffraction (PXRD),
IR spectroscopy, elemental analysis and SEM microscopy.
(Before activation) FT-IR (KBr pellet, cm1
): 3346 (br), 1655
(vs), 1605 (vs), 1532 (s), 1397 (s), 1308 (m), 1231 (m), 1172 (m),
855 (m), 780 (m), 622 (w), 500 (w). Anal. calcd for ZnC24H25-
N4O7: C, 52.71; H, 4.61; N: 10.25, found: C, 50.99; H, 4.83, N:
11.05"
189,189ZJNU46,10.1039/c5dt04943a,"2.3. Synthesis and characterization of the MOFs
ZJNU-46. A mixture of H4L1 (5.0 mg, 12.2 μmol), and
Cu(NO3)2·3H2O (15.0 mg, 62.1 μmol) was dissolved in a mixed
solvent of N,N-dimethyl formamide (DMF, 1.5 mL), ethanol
(EtOH, 0.5 mL), and H2O (0.08 mL) in a 20 mL glass vial. After
the addition of 6 M HCl (50 μL), the vial was sealed and heated
to 353 K for 24 h and then cooled to room temperature. The
block-shaped crystals formed were collected by filtration in
62% yield. Based on the single-crystal X-ray structural determination, TGA and elemental analysis, ZJNU-46 can be the best
formulated as [Cu2L1(H2O)2]·3DMF·4EtOH·3H2O. Elemental
analysis calcd for C37H63N5O20Cu2: C, 43.64%, H, 6.20%,
N, 6.83%; found: C, 43.49%, H, 6.21%, N, 6.74%; selected
FTIR (KBr, cm−1
): 1657, 1637, 1495, 1448, 1414, 1379, 1254,
1159, 1095, 775, 760, 729.
ZJNU-48. A mixture of H4L3 (5.0 mg, 12.2 μmol), and
Cu(NO3)2·3H2O (15.0 mg, 62.1 μmol) was dissolved in a mixed
solvent of DMF (1.5 mL), CH3CN (0.5 mL), and H2O (0.08 mL)
in a 20 mL glass vial. After the addition of 6 M HCl (30 μL), the
vial was sealed and heated to 353 K for 72 h and then cooled
to room temperature. The block-shaped crystals formed were
collected by filtration in 56% yield. Based on the single-crystal
X-ray structural determination, TGA and elemental analyses, ZJNU-48 can be the best formulated as [Cu2L3(H2O)2]·
3DMF·4CH3CN·3H2O. Elemental analysis calcd for
C37H51N9O16Cu2: C, 44.22%, H, 5.12%, N, 12.54%; found:
C, 44.11%, H, 5.06%, N, 12.57%; selected FTIR (KBr, cm−1
):
1660, 1635, 1593, 1452, 1394, 1365, 1323, 1254, 1095, 775,
760, 729"
190,190CdMOF,10.1039/c5dt03038b,"Synthesis of [Cd3(dpa)(DMF)2(H2O)3]·DMF (1). A mixture of
H6dpa (48.36 mg, 0.10 mmol) and Cd(CH3COOH)2·2H2O
(49.80 mg, 0.20 mmol) was dissolved in DMF (2 mL) in a
screw-capped vial. After two drops of HNO3 (62%, aq.) and
0.2 mL of H2O were added to the mixture, the vial was capped
and placed in an oven at 105 °C for 4 days. The resulting
single crystals were washed with DMF three times to give 1.
Anal. Calc. for C33H35Cd3N3O18: C, 36.07; H, 3.21; N, 3.82.
Found: C, 36.02; H, 3.31; N, 3.85%. IR (KBr, cm−1
): 3425(s),
3058(w), 2925(m), 2959(w), 2855(w), 2800(w), 2494(w), 1835(w),
1656(m), 1616(m), 2551(s), 1427(w), 1382(s), 1252(w), 1145(w),
1094(s), 1021(m), 942(w), 914(w), 840(m), 780(s), 727(s),
665(m), 569(w), 499(m), 417(w).
Synthesis of [H2N(CH3)2][Cd4(Hdpa)2(DMA)2(H2O)3]·1.5
DMA·2H2O (2). The same synthetic method as that of 1 was
used except that solvent DMA was chosen instead of DMF.
Yield: 55%. Anal. Calcd for C66H75.5Cd4N5.5O32.5: C, 41.38;
H, 3.97; N, 4.02. Found: C, 41.43; H, 3.88; N, 3.95. IR (KBr,
cm−1
): 3427(s), 2922(w), 2496(w), 1616(s), 1537(s), 1554(m),
1373(s), 1015(m), 840(w), 775(m), 719(m), 586(w), 479(w),
425(w)."
191,191ADCMOF,10.1039/c5cc09432a,"Complex 1: N,N-dimethylacetamide (DMA, 0.5 mL) solution containing H2adc (5 mg, 0.019 
mmol) was mixed thoroughly with N,N-dimethylacetamide (DMA, 0.25 mL) solution containing 
Co(NO3)2·6H2O (11 mg, 0.038 mmol), and then three drops of HBF4 were added. The mixture 
was sealed in a Pyrex tube, heated at 120 °C for 3 days and then cooled to room temperature. The
orange block crystals were obtained with a yield of 45% based on H2adc.
Complex 2: A mixture of N,N-dimethylacetamide (DMA, 0.5 mL) solution containing H2adc (5
mg, 0.019 mmol) and DMA (0.25 mL) solution containing 4,4’-bpy (3 mg, 0.019 mmol) was 
mixed thoroughly with DMA (0.25 mL) solution containing Co(NO3)2·6H2O (11 mg, 0.038 
mmol), and then four drops of HBF4 were added. The mixture was sealed in a Pyrex tube, heated 
at 120 °C for 4 days and then cooled to room temperature. The red block crystals were obtained "
192,192PCN133,10.1021/jacs.6b03263,"S2.2. Synthesis of PCN-133
A mixture of ZrCl4 (150 mg), benzene tribenzoate (BTB, 50 mg) and 
N,N-dimethylmethanamide (DMF) (10 mL) was charged in a Pyrex vial and heated in 
85 ºC oven for 1 h. 4,4'-dicarboxydiphenyl sulfone (DCDPS, 75 mg) and benzoic acid 
(BA, 1.5 g) was dissolved in DMF (5 mL) and then added to the vial. The mixture 
was heated in 120 ºC oven for 24 h. After cooling down to room temperature, the 
colorless crystals of PCN-133 were harvested (65 mg, yield: 47 %).
S2.3. Synthesis of PCN-134
A mixture of ZrCl4 (150 mg), BTB (50 mg) and DMF (10 mL) was charged in a Pyrex 
vial and heated in 85 ºC oven for 1 h. Tetrakis(4-carboxyphenyl)porphyrin (TCPP, 30 
mg) and BA (2.5 g) was dissolved in DMF (5 mL) and then added to the vial. The 
mixture was heated in 120 ºC oven for 24 h. After cooling down to room temperature, 
the red crystals of PCN-134 were harvested (51 mg, yield: 57 %). The substitution of 
TCPP by Ni(II)-TCPP under similar conditions yielded PCN-134(Ni), which was 
suitable for X-ray diffraction. The samples of PCN-134 with metal-free TCPP linker 
was confirmed by powder X-ray diffraction (PXRD) and used for the further studies
except for defect analysis by chemical titration."
193,193AZIDO,10.1021/ic100188w,"Syntheses of Complexes 1 and 2. [Ni6(N3)6L6] 3(H2O)13 (1).
A buffer layer of a mixture of methanol and distilled water (V/V=
1:1, 12 mL) was carefully layered over a distilled water (2 mL)
solution of the mixture of HL ligand (0.1 mmol) and NaN3
(0.3 mmol). Then, a solution of Ni(NO3)2 3 6H2O (0.3 mmol) in
methanol (2 mL) was layered over the buffer layer. This was left
undisturbed at room temperature, and then pure prism green
crystals were harvested after about four weeks. Yield: ∼20%
(based on HL). Anal. Calcd for C24H44N30Ni6O25S12: C, 15.25;
H, 2.35; N, 22.23%. Found: C, 15.64; H, 2.90; N, 22.09%. IR
(KBr, cm-1
): 3418 m, 2090vs, 1628vs, 1521w, 1402vs, 1304w,
1218w, 1109s, 1031 m, 895w, 724 m, 665w.
[Co6(N3)6L6] 3(H2O)13 (2). A procedure similar to that for 1
was followed except that Ni(NO3)2 3 6H2O was replaced by
Co(CH3COO)2 3 6H2O. Yield: ∼30% (based on HL). Anal.
Calcd. for C24H44N30Co6O25S12: C, 15.24; H, 2.34; N, 22.22%.
Found: C, 15.44; H, 2.78; N, 22.73%. IR (KBr, cm-1
): 3415 m,
2090vs, 1622vs, 1521w, 1407vs, 1291 m, 1245 m, 1107s, 1029 m,
897w, 720 m, 663w."
194,194MOF235,10.1021/ic050064g," MOF-235: Equimolar amounts of FeCl3‚(H2O)6 (0.2 g, 1.23 mmol)
and 1,4-H2BDC (0.205 g, 1.23 mmol) were dissolved in 60 mL of
DMF. Pyrex tubes (i.d. × o.d. ) 8 × 10 mm2, 140 mm length)
containing 2 mL of the reaction solution and 2 mL of ethanol were
flash frozen (liquid N2), evacuated, flame sealed, and placed in an 85
°C oven for 24 h. The orange octahedral crystals of MOF-235 (42%
yield based on 1,4-H2BDC) were washed with a DMF/ethanol mixture.
Anal. Calcd (%) for [Fe3O(1,4-BDC)3(DMF)3][FeCl4]‚(DMF)3: C,
38.45; H, 4.15; N, 6.40. Found: C, 38.34; H, 4.63; N, 6.39. FT-IR
(KBr, 3500-400 cm-1): 3440 (m), 2931 (w), 1663 (s), 1597 (vs),
1505 (m), 1439 (s), 1398 (vs), 1016 (m), 823 (m), 750 (s), 554 (s).
Far IR: 528 (s), 419 (m), 386 (m), 336 (s). PXRD (Å, I/Io): 9.29
(100), 6.99 (24), 6.28 (14), 5.31 (18), 4.68 (76), 4.02 (37), 3.38 (15),
3.13 (17). TGA: 30-50 °C, -4.34% obsd (excess solvent); 50-75
°C, -17.81% obsd (-16.7% calcd for loss of 3 free DMF); 75-350
°C, -25.80% obsd (-20.1% calcd for loss of 3 ligated DMF); 350
°C, decomp of MOF-235. MOF-236: Equimolar amounts of FeBr2
(0.1 g, 0.46 mmol) and 1,3-H2BDC (0.08 g, 0.46 mmol) were dissolved
in 40 mL of pyridine. Shell vials (4 mL capacity) containing 2.1 mL
of the reaction solution and 0.9 mL of absolute ethanol were prepared,
capped, and placed in a 100 °C oven for 24 h. The octahedral green
crystals of MOF-236 (34% yield based on 1,3-H2BDC) were washed
with a pyridine/ethanol mixture. Anal. Calcd (%) for [Fe3O(1,3-BDC)3-
(py)3]‚(py)0.5(H2O)1.5: C, 50.87; H, 3.34; N, 5.00. Found: C, 50.60;
H, 3.28; N, 5.08. FT-IR (KBr, 3500-400 cm-1): 3435 (m), 3073
(w), 2931 (w), 1622 (vs), 1601 (m), 1581 (m), 1482 (w), 1449 (m),
1398 (vs), 1220 (w), 1042 (w), 750 (m), 708 (s), 700 (s), 468 (s).
PXRD (Å, I/Io): 11.36 (32), 8.99 (100), 7.34 (30), 6.17 (25), 4.89
(51), 4.30 (23), 4.13 (12), 3.78 (12), 3.71 (16), 3.23 (11), 2.79 (8).
TGA: 30-350 °C, -26.30% obsd (multistep loss, -31.00% calcd
for loss of 0.5 free py, 1.5 free H2O, and 3 ligated py); 350 °C, decomp
of MOF-236."
195,195JLU3,10.1021/cg500091k,"Synthesis of JLU-Liu3. A mixture of Co(NO3)2·6H2O (0.017 g,
0.06 mmol), H2bpydc (0.0025 g, 0.01 mmol), HCOOH (0.04 mL,
0.001 mmol), 4,4′-dipyridine (0.05 mL, 1.28 M in DMF), HNO3 (0.3
mL, 2.8 M in DMF), and DMF (1 mL) was added, respectively, into a
20 mL vial. And then the vial was sealed and kept at 85 °C for 12 h
and 105 °C for another 24 h. Eventually, the mixture was cooled to
room temperature at a rate of 15 °C/min, after which red octahedral
crystals [Co3(bpydc)2(HCOO)2H2O]·2DMF were collected and dried
in the air (60% yield based on Co(NO3)2·6H2O). Elemental analysis
(wt %) for JLU-Liu3: calcd C 41.98, H 3.30, N 9.18; found C 42.90, H
3.82, N 9.64. FT-IR (KBr, cm−1
): 3058 (w), 2942 (w), 2866 (w), 1627
(s), 1382 (s), 1295 (m), 1037 (m), 855 (s), 777 (s), 702 (m).
Synthesis of JLU-Liu4. A mixture of Zn(NO3)2·6H2O (0.018 g,
0.06 mmol), H2bpydc (0.0025 g, 0.01 mmol), HCOOH (0.04 mL,
0.001 mmol), HNO3 (0.2 mL, 2.8 M in DMF), and DMF (1 mL) was
added, respectively, into a 20 mL vial. And then, the vial was sealed
and kept at 85 °C for 12 h. Eventually, the mixture was cooled to room
temperature at a rate of 15 °C/min, after which colorless octahedral
crystals [Zn3(bpydc)2(HCOO)2]·H2O·DMF were collected and dried
in the air (63% yield based on Zn(NO3)2·6H2O). Elemental analysis
(wt %) for JLU-Liu4: calcd C 40.42, H 2.69, N 8.13; found C 40.68, H
3.02, N 8.64. FT-IR (KBr, cm−1
): 3077 (w), 2942 (w), 2875 (w), 1629
(s), 1382 (s), 1247 (m), 1038 (m), 855 (s), 777 (s), 700 (m).
The phase purity of as-synthesized samples was confirmed by the
evident similarities between the calculated and the experimental PXRD
patterns (see Supporting Information Figure S3). The IR spectra for
compounds are shown in Supporting Information Figure S4."
196,196ZnSIP,10.1021/cg200606r,"Synthesis of {(EMIM)[Zn(SIP)(IM)]}n (1a and 1b)
A mixture of Zn(NO3)2·6H2O(0.0895g, 0.3mmol), 5-sulfoisophthalic acid monosodium salt (0.0804 g, 
2
0.3 mmol) and imidazole (0.0408g,0.6 mmol) was placed in a 25 mL Parr Teon-lined stainless steel 
vessel mixed with 0.6 g 1-ethyl-3-methylimidazolium tetrafluoroborate . The vessel was sealed and 
heated to 160 °C. This temperature was kept for 6 days and then the mixture was naturally cooled to 
room temperature to form colorless crystals of 1 (yield: 0.067g, 46% based on Zn). Anal. Calcd for 
C17H18N4O7SZn (487.78): C, 41.86; H, 3.72; N, 11.49%. Found: C, 41.88; H, 3.70; N, 11.47%. IR 
spectrum(cm–1
, KBr pellet): 3443(s), 3420(s), 3133(m), 2958(w), 1641(s), 1601(s), 1567(s), 1433(s), 
1361(m), 1259(m), 1137(s), 1120(s), 1068(s), 997(m), 954(m), 864(m), 824(w), 777(w), 725(w), 624(s), 
562(m), 538(m), 516(m)"
197,197NNU28,10.1039/c6ta00429f,"Synthesis of NNU-28 ([Zr6O4(OH)4(L)6]$6DMF)
A mixture of ZrCl4 (90 mg, 0.39 mmol), H2L (120 mg, 0.26 mmol)
and benzoic acid (1200 mg, 9.83 mmol) was dissolved in DMF
(18 ml), followed by stirring for 30 min at room temperature.
And then the mixture was transferred to a Teon autoclave at
100 C for 3 days to give orange cubic-shaped crystals. Yield:
60% (based on the ligand). IR (KBr cm1
): 3643 (w), 3042 (w),
2200 (w), 1650 (w), 1596 (s), 1533 (m), 1409 (s), 1170 (m), 762
(m), 636 (s), and 466 (w)"
198,198NNU32,10.1039/c6ce00465b,"Synthesis of NNU-32
A mixture of the organic ligand H4L (10 mg, 0.018 mmol) and In(NO3)3·4H2O (6.7 mg, 0.018 mmol) was dissolved in a mixed solvent of DMF/H2O (1.6 mL, 8[thin space (1/6-em)]:[thin space (1/6-em)]1, v/v). Thereafter, 4 M HCl (35 μL, aq.) was added, and the vial (20 mL) was capped and placed in an oven at 65 °C for 5 days. The resulting yellow octahedron shaped crystals were collected and washed with DMF several times. Yield: ca. 50% based on the ligand."
199,199USTC7,10.1039/c6cc01597b,"2.1 Synthesis of USTC-7 single crystals
The single crystals of USTC-7 were synthesized as follows: a mixture of
Zn(NO3)2·6H2O (30.5 mg, 0.10 mmol) and 4'-(1H-tetrazol-5-yl)-[1,1'-biphenyl]-3,5-
dicarboxylic acid (H3TZBPDC) (12.7 mg, 0.041 mmol) was dissolved in N,Ndimethylformamide (DMF, 1 mL), de-ionized water (1 mL) and dimethyl sulfoxide
(DMSO, 350 μL) at room temperature in a 5 mL glass vial. Then the vial was placed
in a preheated oven at 85 °C for 3 days. After cooling down to room temperature,
colorless rhombic single crystals were obtained. Anal. Calcd for C15H7N4O7Zn2: C,
37.07; H, 1.45; N, 11.52%; Found: C, 37.12; H, 1.42; N, 12.41%.
2.2 Synthesis of USTC-7 powder
The USTC-7 powder was synthesized as follows: a mixture of Zn(NO3)2·6H2O (416
mg, 1.40 mmol) and 4'-(1H-tetrazol-5-yl)-[1,1'-biphenyl]-3,5-dicarboxylic acid
(H3TZBPDC) (200 mg, 0.645 mmol) was dissolved in DMF (10 mL) and de-ionized
water (10 mL) at room temperature in a 50 mL Teflon reactor. Then the Teflon
reactor was placed into a steel autoclave and put into a preheated oven at 85 °C for 48
h. The resulting pale yellow powder was filtrated, then washed by DMF for three
times and CH2Cl2 for three times. The product was dried at 50 °C in vacuum."
200,200UPC5,10.1039/c5ta04989j,"1. Crystal structure of UPC-5
Colorless crystals of UPC-5 were obtained by solvothermal
reaction of H4BPTC and Eu(NO3)3$6H2O in DMA/H2O at 90 C
for 2 days. The resultant crystalline sample of UPC-5 was not
soluble in common solvents such as acetone, DMF or DMSO.
The crystal structure was determined by single-crystal X-ray
diffraction, and the formula of [H3O][Eu3(HBPTC)2(BPTC)(H2-
O)2]$4DMA was further conrmed by thermogravimetric analysis and elemental analysis"
201,201ZnCrown,10.1039/c5cc09935h,"3.1 Synthesis of Zn-MOF-Crown: A solid mixture of Zn(NO3)2·6H2O (1.80 g, 6.05 mmol) and 3',6'-
dicarboxy-benzo-12-crown-4 (Compound D, 630 mg, 2.02 mmol) was dissolved in N,Ndiethylformamide (DEF, 50 mL). The solution was allocated evenly into five 25-mL vials. The vials
were capped tightly and placed in an oven at 85 °C for 24 hours. Colorless crystals were collected after
decanting hot mother liquor. The crystals were rinsed with DMF for three times, followed by solvent
exchange with CH2Cl2 for six times. CH2Cl2 was further removed with supercritical liquid CO2 in a
Tousimis Samdri PVT-30 critical point dried by the following procedures. The wet sample was placed
inside the dryer and the CH2Cl2 was exchanged with liquid CO2 over a period of 20 minutes, during
which time the liquid CO2 was vented under positive pressure. The venting rate of liquid CO2 was kept
below the rate of filling so as to maintain a full chamber. After 20 minutes of venting and soaking with
S3
liquid CO2, the temperature was raised to 40 °C. The chamber was held above the critical point with
the pressure around 1300 psi for 1 hour, at which point the chamber was slowly vented over the course
of 12 hours. CCDC 1431726 contains the supplementary crystallographic data for Zn-MOF-Crown."
202,202UMCM2,10.1021/ja809985t,"I. Synthetic procedure for UMCM-2 
H2T2
DC1 (0.0740 g, 0.325 mmol) and H3BTB2 (0.139 g, 0.317 mmol) were 
dissolved in 30 mL of N,N-diethylformamide and the solution was clarified by filtration. 
Zn(NO3)2·4H2O (0.500 g, 1.91 mmol) was added to the solution. The mixture was sonicated 
for 15 min and heated to 85 °C. After 3 days, crystals of a single phase were obtained. After 
cooling to room temperature the product was isolated by decanting the mother liquor and 
washing with DMF (3 × 30 mL). The resulting solid was then immersed in 30 mL CH2Cl2 for 
2 days, during which time the CH2Cl2 was replaced three times. The yield of the reaction, 
determined from the weight of the solvent-free material, is 35% based on H3BTB. Anal. 
Calcd for C44H24O13S2Zn4: C, 48.7; H, 2.00. Found: C, 48.9; H, 1.73."
